class,split,dosya_adi,hedef_adi,image_path,avg_hash,phash
Class2,Test,0249.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0249.PNG,ad21bc5f1fd00339,8ef663109238da5f
Class2,Test,0250.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0250.PNG,c4eb19c1f9394c1e,d9ef1263f0329e05
Class2,Test,0251.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0251.PNG,3581a6c8c8a597c3,ea53ae82d882c3f6
Class2,Test,0252.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0252.PNG,4be3f37f6518f927,e9f13c09139c1fe2
Class2,Test,0253.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0253.PNG,9593ed6cd3007806,95ff1e6cb4421ac8
Class2,Test,0254.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0254.PNG,051bece45bfe5788,9f3e38a43372d328
Class2,Test,0255.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0255.PNG,2888b13832f7f668,cf4f71e401e6a075
Class2,Test,0256.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0256.PNG,36a381fb65fc2454,e62d16d3911fd838
Class2,Test,0257.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0257.PNG,f755e3eafd8e8221,b2e02694c3d5f5e2
Class2,Test,0258.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0258.PNG,0ca1d73090d51757,be3bb11a5516f034
Class2,Test,0259.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0259.PNG,7d657920e8fc5e76,c0ca94de658bd8e9
Class2,Test,0260.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0260.PNG,ee091be5cdd8c860,f9b705f0a275049e
Class2,Test,0261.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0261.PNG,f974c6c81f3376d8,e0e2c08f39f43db4
Class2,Test,0262.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0262.PNG,b79d99a9e9c91fde,bafe14c1e6837780
Class2,Test,0263.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0263.PNG,e285200da5267d9a,8f00fde7fd00554a
Class2,Test,0264.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0264.PNG,0319cbe6b894673b,8e38207ed5353ec9
Class2,Test,0265.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0265.PNG,3068fe49c9db932b,e9438778291cb47d
Class2,Test,0266.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0266.PNG,fcb8c0c99b9c687a,f8fac69e88e3142a
Class2,Test,0267.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0267.PNG,4ddd4a9b7e9780e1,f99a43b6e13e2151
Class2,Test,0268.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0268.PNG,3e9817eed04d0f07,9ede0fd3c293820e
Class2,Test,0269.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0269.PNG,87cd4999da68651d,f83cb2f73c6d00b0
Class2,Test,0270.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0270.PNG,8f2966d642c4e5c1,f09daafbb4867005
Class2,Test,0271.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0271.PNG,256fbc4487907a2f,c3e2812a3b465fc7
Class2,Test,0272.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0272.PNG,35345d00e22e62a3,c700cfb76e689a68
Class2,Test,0273.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0273.PNG,00699e19396abf1f,8b7b3363023e3596
Class2,Test,0274.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0274.PNG,7573b3c1871a0302,adc6479272ab1527
Class2,Test,0275.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0275.PNG,ededd164436f2d25,a3fdfb9500c3a42c
Class2,Test,0276.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0276.PNG,64745604440d9f7e,9462c3bb533d33a1
Class2,Test,0277.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0277.PNG,7582bc187accff6b,c10ee2d60186def7
Class2,Test,0278.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0278.PNG,553217de3b2ce541,8594681be8f30eaf
Class2,Test,0279.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0279.PNG,57079ff26d44b80f,b63e3640a3cd9a8b
Class2,Test,0280.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0280.PNG,6e2f01b9877f0251,a59740f5db49c272
Class2,Test,0281.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0281.PNG,6e67891813277fb5,8a51e3a544d97ba9
Class2,Test,0282.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0282.PNG,a09015b7126bfc1b,cf667b6184d78b10
Class2,Test,0283.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0283.PNG,7d6007f2ff39e030,c7135baaddc68a30
Class2,Test,0284.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0284.PNG,325bd8e2a37247e0,e50c4c2567365cbe
Class2,Test,0285.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0285.PNG,0970f6e907adbe2b,cb60011f29d9babd
Class2,Test,0286.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0286.PNG,e323b70399883d3f,af67c378a822da8c
Class2,Test,0287.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0287.PNG,8666d66f703333c0,c5907ecf5988ec4c
Class2,Test,0288.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0288.PNG,e43fe695cde63818,e2e647f03a46e670
Class2,Test,0289.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0289.PNG,90a53fdbf8f2e124,e41f3e7c58248557
Class2,Test,0290.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0290.PNG,b1017e8c80f397bb,ee22ad6e5fd0c510
Class2,Test,0291.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0291.PNG,c5c49839a165601f,eeb8b0738a85c07d
Class2,Test,0292.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0292.PNG,1ed0968743fa4f99,9c5c5811bb9bdc23
Class2,Test,0293.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0293.PNG,310746c4b1bd195f,ae2781ef5a4ad305
Class2,Test,0294.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0294.PNG,1e0f1303e6c9cb8e,b10498e8d7ec55a7
Class2,Test,0295.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0295.PNG,37edc18124c4815b,aac78cd6056e2477
Class2,Test,0296.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0296.PNG,f196dbdd022044af,b6cca345a8d2e939
Class2,Test,0297.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0297.PNG,0c283f2e09c8fbe2,d10ad45a16fbd4ac
Class2,Test,0298.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0298.PNG,87b9baffd3c17248,ed9e512cb0967aa4
Class2,Test,0299.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0299.PNG,647ddfe417a32168,82d4432e7070ffbc
Class2,Test,0300.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0300.PNG,6f867cdadf650968,f1b723a2d98b02da
Class2,Test,0301.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0301.PNG,5a93b999077ff121,ed5c61947bd98123
Class2,Test,0302.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0302.PNG,f1b3a3232a024564,a7ede05fc03854d1
Class2,Test,0303.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0303.PNG,3f352c94558d7cc0,9a8fada8c44e15e3
Class2,Test,0304.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0304.PNG,d292cfcedecc0428,f5bd4645d536b110
Class2,Test,0305.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0305.PNG,435e63233437a6cb,a720f946792769d2
Class2,Test,0306.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0306.PNG,55385667b9d066a9,c29e1b6c2ab270dd
Class2,Test,0307.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0307.PNG,84bc3afadca902de,d7d2167af0258f60
Class2,Test,0308.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0308.PNG,cfa6c675e4710120,e2b4bde89228f03d
Class2,Test,0309.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0309.PNG,2b8ff17f03d05e1b,adbbb55401c2eaa5
Class2,Test,0310.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0310.PNG,22f2034b01bdb527,a365f6df01070b2e
Class2,Test,0311.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0311.PNG,cfc460ccfd85ce0e,f0cf35ba8ab04f88
Class2,Test,0312.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0312.PNG,2b130b7e7def2735,8e0d2ff1caf1b818
Class2,Test,0313.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0313.PNG,f4df8c277d748063,d2daf5408076f25b
Class2,Test,0314.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0314.PNG,362f59f82a2ecda0,db8df61646f8052a
Class2,Test,0315.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0315.PNG,d16a38d98de8fc24,cb28366a38ce6f0e
Class2,Test,0316.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0316.PNG,f23ff50b189cf3a0,ce18f7d861a4f2c1
Class2,Test,0317.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0317.PNG,88183d770e048d6b,8b4e397c85a6a1ba
Class2,Test,0318.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0318.PNG,b9199c5f5cbd1093,c89b6d4b2184db75
Class2,Test,0319.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0319.PNG,d2bf7f4181cd5381,bedd5d78624411ac
Class2,Test,0320.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0320.PNG,13d301c884e4edbf,f02c8d765d48171f
Class2,Test,0321.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0321.PNG,68bb74cdf3a00876,e2cf416ff25b4640
Class2,Test,0322.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0322.PNG,643b9533330f519c,8ae7538355523a5e
Class2,Test,0323.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0323.PNG,e208302727e36289,a54c59e4b6e4e64c
Class2,Test,0324.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0324.PNG,767bce901242375e,c4cba3454cf67817
Class2,Test,0325.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0325.PNG,a2869f5d19a7ebe7,be1e65674081cf1b
Class2,Test,0326.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0326.PNG,47f7bb185253cc98,88aef270597b8c53
Class2,Test,0327.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0327.PNG,78d884473c36a53d,86fccbc68135949b
Class2,Test,0328.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0328.PNG,b616bfeac1d91447,b6d696c26945ab86
Class2,Test,0329.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0329.PNG,d7eca180cadd2727,b2f682b83426fe29
Class2,Test,0330.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0330.PNG,7a4e7b611b169672,85c1551fc1c3ae9d
Class2,Test,0331.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0331.PNG,449c8e4e71bd9931,de704acbc4b133e1
Class2,Test,0332.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0332.PNG,cef6e6cde060b839,f0f68e54091b287f
Class2,Test,0333.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0333.PNG,c66d34254ab99fbb,a352bc79352e5634
Class2,Test,0334.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0334.PNG,fc9b8300b13d9d03,8bf0f1da6250e176
Class2,Test,0335.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0335.PNG,f8f84e4ce2365678,d17bca644b120df5
Class2,Test,0336.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0336.PNG,19604ea1b3e3ad5d,eb0108ef383fb0ba
Class2,Test,0337.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0337.PNG,a7e4e7442696d6a9,f6a2e994233caac5
Class2,Test,0338.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0338.PNG,c7e04e2da6651c4f,82f37c66a71bb016
Class2,Test,0339.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0339.PNG,e93e5df2ae4332a4,e78943256724f89b
Class2,Test,0340.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0340.PNG,1f6d8a9a6c561978,91bb8a82c53d353b
Class2,Test,0341.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0341.PNG,646576c30b1a30a4,f3e0569970cdd416
Class2,Test,0342.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0342.PNG,c8e02226cdd989dd,e947d8f898170aba
Class2,Test,0343.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0343.PNG,e4e4ce32395b8725,e2f333e90ebc003b
Class2,Test,0344.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0344.PNG,8ccd0632bf32dbdf,bd0278ab854e06ef
Class2,Test,0345.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0345.PNG,dfba7ac21ae86dc3,f5dd828a3ce1e988
Class2,Test,0346.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0346.PNG,d3332318dc51c18f,ac85a7e8dd0813f6
Class2,Test,0347.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0347.PNG,1cd6746078f2afa5,c750be4c0b93469f
Class2,Test,0348.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0348.PNG,d3054d199125b1b7,ae79e6244cd9c1cc
Class2,Test,0349.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0349.PNG,3d5c8d298cee9e1f,99e284d40aaf2bbe
Class2,Test,0350.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0350.PNG,efa68ce96aa07156,ebbb962681e97580
Class2,Test,0351.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0351.PNG,ecf4b1cc9f175ae6,b44a578cb258aecb
Class2,Test,0352.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0352.PNG,efed66cc6c30f2b5,d2b3ae68ba752464
Class2,Test,0353.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0353.PNG,0d16426bf2c0083d,a1701a7acb616f56
Class2,Test,0354.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0354.PNG,4cebdb7beac1cd71,e9d55a7287826c95
Class2,Test,0355.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0355.PNG,a725a6b1c092177f,a672a07ce9acf434
Class2,Test,0356.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0356.PNG,d4175e4765b99908,ccd45dea31d8598a
Class2,Test,0357.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0357.PNG,451cccc859890d94,b97046ab6273e788
Class2,Test,0358.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0358.PNG,31131e0ff8b82211,85816fef0ab75c41
Class2,Test,0359.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0359.PNG,76951bf2e56bf260,e49e44aef6c5918a
Class2,Test,0360.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0360.PNG,e3f545383b1860eb,e1b2e24ccd711f31
Class2,Test,0361.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0361.PNG,2f403d3953171fc7,884bf2b4e19b971c
Class2,Test,0362.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0362.PNG,f4f64303838077c9,aac6f6d77b8018a2
Class2,Test,0363.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0363.PNG,088bcabb34836a7c,d93d5326ca753151
Class2,Test,0364.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0364.PNG,7351eea6c320a61c,f7e8882509d75d91
Class2,Test,0365.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0365.PNG,c242e2e160ccc5d1,f00534512afddf46
Class2,Test,0366.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0366.PNG,b9a91ca4d0cc4f92,de0f8dcd66a6908c
Class2,Test,0367.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0367.PNG,cda3a2f0ec863ab3,f7f12993e8cd3081
Class2,Test,0368.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0368.PNG,7a1322887e355454,c4edecc0517a45d3
Class2,Test,0369.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0369.PNG,bbc30030ca6eb896,d568bc83c44f90ed
Class2,Test,0370.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0370.PNG,7c8c366d38b761a3,c758f8cac382be4c
Class2,Test,0371.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0371.PNG,b9195a0263c6b902,a88acffe25ce1189
Class2,Test,0372.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class2/Test/0372.PNG,10e6a68c3a0aa0a9,d7b66b08486a11df
