test_class,test_dosya,test_hedef,train_class,en_benzer_train_dosya,train_hedef,hamming_mesafesi
Class3,0438.PNG,kusursuz,Class3,0578.PNG,kusurlu,0
Class3,0439.PNG,kusursuz,Class3,1056.PNG,kusursuz,0
Class3,0440.PNG,kusursuz,Class3,1017.PNG,kusursuz,0
Class3,0442.PNG,kusursuz,Class3,0650.PNG,kusursuz,0
Class3,0443.PNG,kusursuz,Class3,0616.PNG,kusursuz,0
Class3,0444.PNG,kusursuz,Class3,0577.PNG,kusursuz,0
Class3,0445.PNG,kusursuz,Class3,0576.PNG,kusursuz,0
Class3,0446.PNG,kusursuz,Class3,0613.PNG,kusursuz,0
Class3,0448.PNG,kusursuz,Class3,0581.PNG,kusursuz,0
Class3,0449.PNG,kusursuz,Class3,0588.PNG,kusursuz,0
Class3,0450.PNG,kusursuz,Class3,0588.PNG,kusursuz,0
Class3,0451.PNG,kusursuz,Class3,0628.PNG,kusursuz,0
Class3,0452.PNG,kusursuz,Class3,0632.PNG,kusursuz,0
Class3,0453.PNG,kusursuz,Class3,0602.PNG,kusursuz,0
Class3,0454.PNG,kusursuz,Class3,0614.PNG,kusursuz,0
Class3,0457.PNG,kusursuz,Class3,0602.PNG,kusursuz,0
Class3,0459.PNG,kusursuz,Class3,0581.PNG,kusursuz,0
Class3,0460.PNG,kusurlu,Class3,0577.PNG,kusursuz,0
Class3,0461.PNG,kusursuz,Class3,0627.PNG,kusursuz,0
Class3,0462.PNG,kusurlu,Class3,0613.PNG,kusursuz,0
Class3,0463.PNG,kusursuz,Class3,0588.PNG,kusursuz,0
Class3,0464.PNG,kusursuz,Class3,0583.PNG,kusursuz,0
Class3,0465.PNG,kusursuz,Class3,0623.PNG,kusursuz,0
Class3,0466.PNG,kusursuz,Class3,0614.PNG,kusursuz,0
Class3,0467.PNG,kusursuz,Class3,0611.PNG,kusursuz,0
Class3,0468.PNG,kusursuz,Class3,0721.PNG,kusursuz,0
Class3,0469.PNG,kusursuz,Class3,0616.PNG,kusursuz,0
Class3,0470.PNG,kusursuz,Class3,0580.PNG,kusursuz,0
Class3,0471.PNG,kusursuz,Class3,0684.PNG,kusursuz,0
Class3,0472.PNG,kusursuz,Class3,0668.PNG,kusursuz,0
Class3,0473.PNG,kusursuz,Class3,0613.PNG,kusursuz,0
Class3,0474.PNG,kusursuz,Class3,0609.PNG,kusursuz,0
Class3,0475.PNG,kusursuz,Class3,0611.PNG,kusursuz,0
Class3,0476.PNG,kusursuz,Class3,0608.PNG,kusursuz,0
Class3,0477.PNG,kusurlu,Class3,0587.PNG,kusursuz,0
Class3,0478.PNG,kusurlu,Class3,0766.PNG,kusursuz,0
Class3,0479.PNG,kusursuz,Class3,0594.PNG,kusursuz,0
Class3,0481.PNG,kusursuz,Class3,0614.PNG,kusursuz,0
Class3,0482.PNG,kusursuz,Class3,0577.PNG,kusursuz,0
Class3,0483.PNG,kusurlu,Class3,0615.PNG,kusursuz,0
Class3,0485.PNG,kusursuz,Class3,0602.PNG,kusursuz,0
Class3,0486.PNG,kusurlu,Class3,0577.PNG,kusursuz,0
Class3,0487.PNG,kusursuz,Class3,0766.PNG,kusursuz,0
Class3,0488.PNG,kusursuz,Class3,0650.PNG,kusursuz,0
Class3,0489.PNG,kusursuz,Class3,0614.PNG,kusursuz,0
Class3,0490.PNG,kusursuz,Class3,0584.PNG,kusursuz,0
Class3,0491.PNG,kusursuz,Class3,0638.PNG,kusursuz,0
Class3,0492.PNG,kusursuz,Class3,0613.PNG,kusursuz,0
Class3,0493.PNG,kusursuz,Class3,0608.PNG,kusursuz,0
Class3,0494.PNG,kusursuz,Class3,0594.PNG,kusursuz,0
Class3,0495.PNG,kusursuz,Class3,0668.PNG,kusursuz,0
Class3,0496.PNG,kusurlu,Class3,0604.PNG,kusursuz,0
Class3,0497.PNG,kusursuz,Class3,0584.PNG,kusursuz,0
Class3,0498.PNG,kusursuz,Class3,0614.PNG,kusursuz,0
Class3,0499.PNG,kusurlu,Class3,0581.PNG,kusursuz,0
Class3,0500.PNG,kusursuz,Class3,0577.PNG,kusursuz,0
Class3,0501.PNG,kusursuz,Class3,0595.PNG,kusursuz,0
Class3,0502.PNG,kusursuz,Class3,0584.PNG,kusursuz,0
Class3,0503.PNG,kusursuz,Class3,0614.PNG,kusursuz,0
Class3,0504.PNG,kusursuz,Class3,0593.PNG,kusursuz,0
Class3,0505.PNG,kusursuz,Class3,0613.PNG,kusursuz,0
Class3,0507.PNG,kusursuz,Class3,0577.PNG,kusursuz,0
Class3,0508.PNG,kusursuz,Class3,0578.PNG,kusurlu,0
Class3,0509.PNG,kusurlu,Class3,0594.PNG,kusursuz,0
Class3,0510.PNG,kusursuz,Class3,0611.PNG,kusursuz,0
Class3,0511.PNG,kusursuz,Class3,0684.PNG,kusursuz,0
Class3,0513.PNG,kusursuz,Class3,0583.PNG,kusursuz,0
Class3,0514.PNG,kusursuz,Class3,0581.PNG,kusursuz,0
Class3,0516.PNG,kusursuz,Class3,0731.PNG,kusursuz,0
Class3,0517.PNG,kusursuz,Class3,0602.PNG,kusursuz,0
Class3,0518.PNG,kusursuz,Class3,0878.PNG,kusursuz,0
Class3,0520.PNG,kusursuz,Class3,0764.PNG,kusursuz,0
Class3,0521.PNG,kusurlu,Class3,0623.PNG,kusursuz,0
Class3,0524.PNG,kusursuz,Class3,0584.PNG,kusursuz,0
Class3,0525.PNG,kusursuz,Class3,0611.PNG,kusursuz,0
Class3,0526.PNG,kusursuz,Class3,0638.PNG,kusursuz,0
Class3,0527.PNG,kusursuz,Class3,0614.PNG,kusursuz,0
Class3,0528.PNG,kusursuz,Class3,0588.PNG,kusursuz,0
Class3,0529.PNG,kusursuz,Class3,0614.PNG,kusursuz,0
Class3,0530.PNG,kusursuz,Class3,0595.PNG,kusursuz,0
Class3,0531.PNG,kusursuz,Class3,0594.PNG,kusursuz,0
Class3,0532.PNG,kusursuz,Class3,0577.PNG,kusursuz,0
Class3,0533.PNG,kusurlu,Class3,0684.PNG,kusursuz,0
Class3,0534.PNG,kusursuz,Class3,0632.PNG,kusursuz,0
Class3,0535.PNG,kusursuz,Class3,0650.PNG,kusursuz,0
Class3,0536.PNG,kusursuz,Class3,0577.PNG,kusursuz,0
Class3,0537.PNG,kusursuz,Class3,0614.PNG,kusursuz,0
Class3,0538.PNG,kusurlu,Class3,0901.PNG,kusursuz,0
Class3,0539.PNG,kusursuz,Class3,0988.PNG,kusursuz,0
Class3,0540.PNG,kusursuz,Class3,0587.PNG,kusursuz,0
Class3,0541.PNG,kusursuz,Class3,0608.PNG,kusursuz,0
Class3,0542.PNG,kusursuz,Class3,0614.PNG,kusursuz,0
Class3,0543.PNG,kusursuz,Class3,0577.PNG,kusursuz,0
Class3,0544.PNG,kusursuz,Class3,0577.PNG,kusursuz,0
Class3,0545.PNG,kusursuz,Class3,0614.PNG,kusursuz,0
Class3,0547.PNG,kusurlu,Class3,0731.PNG,kusursuz,0
Class3,0548.PNG,kusursuz,Class3,0614.PNG,kusursuz,0
Class3,0549.PNG,kusursuz,Class3,0578.PNG,kusurlu,0
Class3,0550.PNG,kusursuz,Class3,0605.PNG,kusursuz,0
Class3,0551.PNG,kusurlu,Class3,0614.PNG,kusursuz,0
Class3,0552.PNG,kusursuz,Class3,0614.PNG,kusursuz,0
Class3,0553.PNG,kusursuz,Class3,0685.PNG,kusursuz,0
Class3,0554.PNG,kusurlu,Class3,0584.PNG,kusursuz,0
Class3,0555.PNG,kusursuz,Class3,0828.PNG,kusursuz,0
Class3,0556.PNG,kusursuz,Class3,0776.PNG,kusursuz,0
Class3,0557.PNG,kusursuz,Class3,0577.PNG,kusursuz,0
Class3,0558.PNG,kusursuz,Class3,0593.PNG,kusursuz,0
Class3,0559.PNG,kusursuz,Class3,0613.PNG,kusursuz,0
Class3,0560.PNG,kusurlu,Class3,0810.PNG,kusursuz,0
Class3,0561.PNG,kusursuz,Class3,0614.PNG,kusursuz,0
Class3,0562.PNG,kusursuz,Class3,0619.PNG,kusursuz,0
Class3,0563.PNG,kusursuz,Class3,0611.PNG,kusursuz,0
Class3,0564.PNG,kusursuz,Class3,0614.PNG,kusursuz,0
Class3,0565.PNG,kusursuz,Class3,0601.PNG,kusursuz,0
Class3,0566.PNG,kusursuz,Class3,0614.PNG,kusursuz,0
Class3,0567.PNG,kusursuz,Class3,0577.PNG,kusursuz,0
Class3,0568.PNG,kusursuz,Class3,0578.PNG,kusurlu,0
Class3,0569.PNG,kusursuz,Class3,0614.PNG,kusursuz,0
Class3,0570.PNG,kusursuz,Class3,0594.PNG,kusursuz,0
Class3,0571.PNG,kusurlu,Class3,0613.PNG,kusursuz,0
Class3,0572.PNG,kusursuz,Class3,0588.PNG,kusursuz,0
Class3,0573.PNG,kusursuz,Class3,0580.PNG,kusursuz,0
Class3,0574.PNG,kusursuz,Class3,0614.PNG,kusursuz,0
Class3,0575.PNG,kusursuz,Class3,0709.PNG,kusursuz,0
Class4,0021.PNG,kusursuz,Class4,1123.PNG,kusursuz,0
Class4,0224.PNG,kusursuz,Class4,1090.PNG,kusursuz,0
Class4,0264.PNG,kusursuz,Class4,0720.PNG,kusursuz,0
Class5,0001.PNG,kusurlu,Class5,0647.PNG,kusursuz,0
Class5,0002.PNG,kusursuz,Class5,0662.PNG,kusursuz,0
Class5,0003.PNG,kusursuz,Class5,0649.PNG,kusursuz,0
Class5,0004.PNG,kusursuz,Class5,0790.PNG,kusursuz,0
Class5,0006.PNG,kusursuz,Class5,0584.PNG,kusursuz,0
Class5,0007.PNG,kusursuz,Class5,0598.PNG,kusursuz,0
Class5,0010.PNG,kusursuz,Class5,1051.PNG,kusursuz,0
Class5,0011.PNG,kusursuz,Class5,0640.PNG,kusursuz,0
Class5,0012.PNG,kusursuz,Class5,0585.PNG,kusursuz,0
Class5,0013.PNG,kusursuz,Class5,0608.PNG,kusursuz,0
Class5,0014.PNG,kusurlu,Class5,0757.PNG,kusursuz,0
Class5,0016.PNG,kusursuz,Class5,0604.PNG,kusursuz,0
Class5,0017.PNG,kusursuz,Class5,0595.PNG,kusursuz,0
Class5,0018.PNG,kusursuz,Class5,0624.PNG,kusursuz,0
Class5,0021.PNG,kusursuz,Class5,0585.PNG,kusursuz,0
Class5,0022.PNG,kusursuz,Class5,0657.PNG,kusursuz,0
Class5,0023.PNG,kusursuz,Class5,0660.PNG,kusursuz,0
Class5,0024.PNG,kusursuz,Class5,0700.PNG,kusursuz,0
Class5,0025.PNG,kusursuz,Class5,0593.PNG,kusursuz,0
Class5,0026.PNG,kusursuz,Class5,1005.PNG,kusursuz,0
Class5,0028.PNG,kusursuz,Class5,0584.PNG,kusursuz,0
Class5,0029.PNG,kusursuz,Class5,1042.PNG,kusursuz,0
Class5,0031.PNG,kusursuz,Class5,0632.PNG,kusursuz,0
Class5,0035.PNG,kusursuz,Class5,0610.PNG,kusursuz,0
Class5,0036.PNG,kusursuz,Class5,0593.PNG,kusursuz,0
Class5,0037.PNG,kusursuz,Class5,0623.PNG,kusursuz,0
Class5,0039.PNG,kusursuz,Class5,0652.PNG,kusursuz,0
Class5,0040.PNG,kusursuz,Class5,0707.PNG,kusursuz,0
Class5,0041.PNG,kusursuz,Class5,0601.PNG,kusursuz,0
Class5,0042.PNG,kusursuz,Class5,0634.PNG,kusursuz,0
Class5,0043.PNG,kusurlu,Class5,0724.PNG,kusursuz,0
Class5,0044.PNG,kusursuz,Class5,0640.PNG,kusursuz,0
Class5,0045.PNG,kusursuz,Class5,0707.PNG,kusursuz,0
Class5,0046.PNG,kusursuz,Class5,0634.PNG,kusursuz,0
Class5,0047.PNG,kusursuz,Class5,0625.PNG,kusursuz,0
Class5,0048.PNG,kusursuz,Class5,0641.PNG,kusursuz,0
Class5,0049.PNG,kusursuz,Class5,0624.PNG,kusursuz,0
Class5,0050.PNG,kusursuz,Class5,0652.PNG,kusursuz,0
Class5,0052.PNG,kusursuz,Class5,0815.PNG,kusursuz,0
Class5,0053.PNG,kusursuz,Class5,0738.PNG,kusursuz,0
Class5,0054.PNG,kusursuz,Class5,0662.PNG,kusursuz,0
Class5,0055.PNG,kusursuz,Class5,0584.PNG,kusursuz,0
Class5,0056.PNG,kusursuz,Class5,0952.PNG,kusursuz,0
Class5,0061.PNG,kusursuz,Class5,0777.PNG,kusursuz,0
Class5,0065.PNG,kusursuz,Class5,0649.PNG,kusursuz,0
Class5,0066.PNG,kusursuz,Class5,0683.PNG,kusursuz,0
Class5,0067.PNG,kusursuz,Class5,0595.PNG,kusursuz,0
Class5,0068.PNG,kusursuz,Class5,0612.PNG,kusursuz,0
Class5,0069.PNG,kusursuz,Class5,0994.PNG,kusursuz,0
Class5,0070.PNG,kusursuz,Class5,0808.PNG,kusursuz,0
Class5,0071.PNG,kusursuz,Class5,0625.PNG,kusursuz,0
Class5,0072.PNG,kusursuz,Class5,0730.PNG,kusursuz,0
Class5,0073.PNG,kusursuz,Class5,0623.PNG,kusursuz,0
Class5,0074.PNG,kusursuz,Class5,0623.PNG,kusursuz,0
Class5,0076.PNG,kusursuz,Class5,0714.PNG,kusursuz,0
Class5,0077.PNG,kusursuz,Class5,0610.PNG,kusursuz,0
Class5,0079.PNG,kusursuz,Class5,0649.PNG,kusursuz,0
Class5,0080.PNG,kusursuz,Class5,0604.PNG,kusursuz,0
Class5,0081.PNG,kusursuz,Class5,0610.PNG,kusursuz,0
Class5,0083.PNG,kusursuz,Class5,0683.PNG,kusursuz,0
Class5,0084.PNG,kusursuz,Class5,0660.PNG,kusursuz,0
Class5,0086.PNG,kusursuz,Class5,0615.PNG,kusursuz,0
Class5,0087.PNG,kusursuz,Class5,1145.PNG,kusurlu,0
Class5,0088.PNG,kusursuz,Class5,0610.PNG,kusursuz,0
Class5,0090.PNG,kusursuz,Class5,0610.PNG,kusursuz,0
Class5,0091.PNG,kusursuz,Class5,1029.PNG,kusursuz,0
Class5,0092.PNG,kusursuz,Class5,0734.PNG,kusursuz,0
Class5,0094.PNG,kusursuz,Class5,0584.PNG,kusursuz,0
Class5,0096.PNG,kusursuz,Class5,0662.PNG,kusursuz,0
Class5,0097.PNG,kusursuz,Class5,0612.PNG,kusursuz,0
Class5,0100.PNG,kusursuz,Class5,0913.PNG,kusursuz,0
Class5,0103.PNG,kusursuz,Class5,0798.PNG,kusursuz,0
Class5,0104.PNG,kusursuz,Class5,0662.PNG,kusursuz,0
Class5,0105.PNG,kusursuz,Class5,0632.PNG,kusursuz,0
Class5,0107.PNG,kusursuz,Class5,0683.PNG,kusursuz,0
Class5,0108.PNG,kusursuz,Class5,0604.PNG,kusursuz,0
Class5,0109.PNG,kusursuz,Class5,0702.PNG,kusursuz,0
Class5,0110.PNG,kusurlu,Class5,0635.PNG,kusurlu,0
Class5,0111.PNG,kusursuz,Class5,0718.PNG,kusursuz,0
Class5,0112.PNG,kusursuz,Class5,0640.PNG,kusursuz,0
Class5,0113.PNG,kusursuz,Class5,0685.PNG,kusursuz,0
Class5,0114.PNG,kusursuz,Class5,0606.PNG,kusursuz,0
Class5,0115.PNG,kusursuz,Class5,0581.PNG,kusursuz,0
Class5,0117.PNG,kusursuz,Class5,0576.PNG,kusursuz,0
Class5,0118.PNG,kusursuz,Class5,0576.PNG,kusursuz,0
Class5,0119.PNG,kusursuz,Class5,0634.PNG,kusursuz,0
Class5,0121.PNG,kusursuz,Class5,0618.PNG,kusursuz,0
Class5,0122.PNG,kusurlu,Class5,0635.PNG,kusurlu,0
Class5,0123.PNG,kusursuz,Class5,0641.PNG,kusursuz,0
Class5,0124.PNG,kusursuz,Class5,0595.PNG,kusursuz,0
Class5,0125.PNG,kusursuz,Class5,0683.PNG,kusursuz,0
Class5,0126.PNG,kusursuz,Class5,0662.PNG,kusursuz,0
Class5,0128.PNG,kusursuz,Class5,0683.PNG,kusursuz,0
Class5,0131.PNG,kusurlu,Class5,0646.PNG,kusursuz,0
Class5,0132.PNG,kusursuz,Class5,0697.PNG,kusursuz,0
Class5,0133.PNG,kusurlu,Class5,0809.PNG,kusursuz,0
Class5,0135.PNG,kusursuz,Class5,0707.PNG,kusursuz,0
Class5,0136.PNG,kusursuz,Class5,0584.PNG,kusursuz,0
Class5,0140.PNG,kusursuz,Class5,0665.PNG,kusursuz,0
Class5,0141.PNG,kusursuz,Class5,0584.PNG,kusursuz,0
Class5,0143.PNG,kusursuz,Class5,0816.PNG,kusurlu,0
Class5,0145.PNG,kusursuz,Class5,0610.PNG,kusursuz,0
Class5,0146.PNG,kusursuz,Class5,0659.PNG,kusursuz,0
Class5,0148.PNG,kusurlu,Class5,0624.PNG,kusursuz,0
Class5,0150.PNG,kusursuz,Class5,0641.PNG,kusursuz,0
Class5,0151.PNG,kusursuz,Class5,1034.PNG,kusursuz,0
Class5,0153.PNG,kusursuz,Class5,0600.PNG,kusursuz,0
Class5,0155.PNG,kusursuz,Class5,0584.PNG,kusursuz,0
Class5,0156.PNG,kusurlu,Class5,0728.PNG,kusursuz,0
Class5,0157.PNG,kusursuz,Class5,0683.PNG,kusursuz,0
Class5,0158.PNG,kusursuz,Class5,0615.PNG,kusursuz,0
Class5,0159.PNG,kusursuz,Class5,0632.PNG,kusursuz,0
Class5,0160.PNG,kusursuz,Class5,0683.PNG,kusursuz,0
Class5,0161.PNG,kusursuz,Class5,0825.PNG,kusursuz,0
Class5,0162.PNG,kusursuz,Class5,0718.PNG,kusursuz,0
Class5,0164.PNG,kusursuz,Class5,0588.PNG,kusursuz,0
Class5,0165.PNG,kusursuz,Class5,0595.PNG,kusursuz,0
Class5,0166.PNG,kusurlu,Class5,0584.PNG,kusursuz,0
Class5,0167.PNG,kusursuz,Class5,0610.PNG,kusursuz,0
Class5,0168.PNG,kusursuz,Class5,0608.PNG,kusursuz,0
Class5,0170.PNG,kusursuz,Class5,0683.PNG,kusursuz,0
Class5,0171.PNG,kusursuz,Class5,1145.PNG,kusurlu,0
Class5,0172.PNG,kusurlu,Class5,0581.PNG,kusursuz,0
Class5,0174.PNG,kusursuz,Class5,0665.PNG,kusursuz,0
Class5,0176.PNG,kusursuz,Class5,0679.PNG,kusursuz,0
Class5,0177.PNG,kusursuz,Class5,0809.PNG,kusursuz,0
Class5,0178.PNG,kusursuz,Class5,0662.PNG,kusursuz,0
Class5,0179.PNG,kusursuz,Class5,0615.PNG,kusursuz,0
Class5,0180.PNG,kusursuz,Class5,0649.PNG,kusursuz,0
Class5,0181.PNG,kusursuz,Class5,0756.PNG,kusursuz,0
Class5,0183.PNG,kusursuz,Class5,0662.PNG,kusursuz,0
Class5,0184.PNG,kusursuz,Class5,0660.PNG,kusursuz,0
Class5,0185.PNG,kusursuz,Class5,0657.PNG,kusursuz,0
Class5,0186.PNG,kusurlu,Class5,0631.PNG,kusursuz,0
Class5,0190.PNG,kusursuz,Class5,0871.PNG,kusursuz,0
Class5,0191.PNG,kusursuz,Class5,0857.PNG,kusurlu,0
Class5,0192.PNG,kusursuz,Class5,0750.PNG,kusursuz,0
Class5,0193.PNG,kusursuz,Class5,0994.PNG,kusursuz,0
Class5,0194.PNG,kusursuz,Class5,0656.PNG,kusursuz,0
Class5,0195.PNG,kusursuz,Class5,0610.PNG,kusursuz,0
Class5,0196.PNG,kusursuz,Class5,0577.PNG,kusursuz,0
Class5,0197.PNG,kusursuz,Class5,0598.PNG,kusursuz,0
Class5,0198.PNG,kusursuz,Class5,0610.PNG,kusursuz,0
Class5,0200.PNG,kusurlu,Class5,0728.PNG,kusursuz,0
Class5,0201.PNG,kusursuz,Class5,0618.PNG,kusursuz,0
Class5,0202.PNG,kusursuz,Class5,0630.PNG,kusursuz,0
Class5,0203.PNG,kusurlu,Class5,0581.PNG,kusursuz,0
Class5,0204.PNG,kusursuz,Class5,0576.PNG,kusursuz,0
Class5,0205.PNG,kusursuz,Class5,1018.PNG,kusursuz,0
Class5,0206.PNG,kusursuz,Class5,0583.PNG,kusursuz,0
Class5,0210.PNG,kusursuz,Class5,0624.PNG,kusursuz,0
Class5,0211.PNG,kusursuz,Class5,0793.PNG,kusursuz,0
Class5,0212.PNG,kusursuz,Class5,0598.PNG,kusursuz,0
Class5,0215.PNG,kusursuz,Class5,0576.PNG,kusursuz,0
Class5,0217.PNG,kusursuz,Class5,0593.PNG,kusursuz,0
Class5,0221.PNG,kusursuz,Class5,0632.PNG,kusursuz,0
Class5,0223.PNG,kusursuz,Class5,0741.PNG,kusurlu,0
Class5,0224.PNG,kusursuz,Class5,0576.PNG,kusursuz,0
Class5,0226.PNG,kusursuz,Class5,0683.PNG,kusursuz,0
Class5,0227.PNG,kusursuz,Class5,0815.PNG,kusursuz,0
Class5,0228.PNG,kusursuz,Class5,0578.PNG,kusursuz,0
Class5,0229.PNG,kusursuz,Class5,0815.PNG,kusursuz,0
Class5,0230.PNG,kusursuz,Class5,0630.PNG,kusursuz,0
Class5,0232.PNG,kusursuz,Class5,0825.PNG,kusursuz,0
Class5,0233.PNG,kusursuz,Class5,0718.PNG,kusursuz,0
Class5,0235.PNG,kusursuz,Class5,0608.PNG,kusursuz,0
Class5,0237.PNG,kusursuz,Class5,0581.PNG,kusursuz,0
Class5,0238.PNG,kusursuz,Class5,1000.PNG,kusursuz,0
Class5,0239.PNG,kusursuz,Class5,0656.PNG,kusursuz,0
Class5,0240.PNG,kusursuz,Class5,0652.PNG,kusursuz,0
Class5,0241.PNG,kusursuz,Class5,0623.PNG,kusursuz,0
Class5,0243.PNG,kusursuz,Class5,0717.PNG,kusursuz,0
Class5,0244.PNG,kusursuz,Class5,0756.PNG,kusursuz,0
Class5,0245.PNG,kusursuz,Class5,0996.PNG,kusursuz,0
Class5,0246.PNG,kusursuz,Class5,0735.PNG,kusursuz,0
Class5,0247.PNG,kusursuz,Class5,0632.PNG,kusursuz,0
Class5,0248.PNG,kusursuz,Class5,0584.PNG,kusursuz,0
Class5,0249.PNG,kusursuz,Class5,0662.PNG,kusursuz,0
Class5,0250.PNG,kusursuz,Class5,0588.PNG,kusursuz,0
Class5,0252.PNG,kusursuz,Class5,0625.PNG,kusursuz,0
Class5,0253.PNG,kusursuz,Class5,0632.PNG,kusursuz,0
Class5,0254.PNG,kusursuz,Class5,0588.PNG,kusursuz,0
Class5,0256.PNG,kusursuz,Class5,0576.PNG,kusursuz,0
Class5,0257.PNG,kusursuz,Class5,0615.PNG,kusursuz,0
Class5,0258.PNG,kusursuz,Class5,0580.PNG,kusursuz,0
Class5,0263.PNG,kusursuz,Class5,0657.PNG,kusursuz,0
Class5,0264.PNG,kusursuz,Class5,0600.PNG,kusursuz,0
Class5,0265.PNG,kusursuz,Class5,0857.PNG,kusurlu,0
Class5,0266.PNG,kusursuz,Class5,0815.PNG,kusursuz,0
Class5,0267.PNG,kusursuz,Class5,0618.PNG,kusursuz,0
Class5,0268.PNG,kusursuz,Class5,0576.PNG,kusursuz,0
Class5,0270.PNG,kusursuz,Class5,0610.PNG,kusursuz,0
Class5,0272.PNG,kusursuz,Class5,0662.PNG,kusursuz,0
Class5,0273.PNG,kusursuz,Class5,0635.PNG,kusurlu,0
Class5,0274.PNG,kusursuz,Class5,0598.PNG,kusursuz,0
Class5,0275.PNG,kusursuz,Class5,0815.PNG,kusursuz,0
Class5,0276.PNG,kusursuz,Class5,0631.PNG,kusursuz,0
Class5,0279.PNG,kusursuz,Class5,0625.PNG,kusursuz,0
Class5,0280.PNG,kusursuz,Class5,0618.PNG,kusursuz,0
Class5,0281.PNG,kusursuz,Class5,0738.PNG,kusursuz,0
Class5,0283.PNG,kusursuz,Class5,0610.PNG,kusursuz,0
Class5,0284.PNG,kusursuz,Class5,0632.PNG,kusursuz,0
Class5,0285.PNG,kusursuz,Class5,0798.PNG,kusursuz,0
Class5,0286.PNG,kusursuz,Class5,0714.PNG,kusursuz,0
Class5,0287.PNG,kusursuz,Class5,0756.PNG,kusursuz,0
Class5,0289.PNG,kusursuz,Class5,0700.PNG,kusursuz,0
Class5,0290.PNG,kusursuz,Class5,0656.PNG,kusursuz,0
Class5,0291.PNG,kusursuz,Class5,0683.PNG,kusursuz,0
Class5,0293.PNG,kusursuz,Class5,0630.PNG,kusursuz,0
Class5,0294.PNG,kusursuz,Class5,0598.PNG,kusursuz,0
Class5,0295.PNG,kusursuz,Class5,0598.PNG,kusursuz,0
Class5,0296.PNG,kusursuz,Class5,0649.PNG,kusursuz,0
Class5,0298.PNG,kusursuz,Class5,0646.PNG,kusursuz,0
Class5,0299.PNG,kusursuz,Class5,0584.PNG,kusursuz,0
Class5,0301.PNG,kusursuz,Class5,0576.PNG,kusursuz,0
Class5,0302.PNG,kusursuz,Class5,0613.PNG,kusursuz,0
Class5,0306.PNG,kusursuz,Class5,0598.PNG,kusursuz,0
Class5,0307.PNG,kusursuz,Class5,0857.PNG,kusurlu,0
Class5,0308.PNG,kusurlu,Class5,1148.PNG,kusurlu,0
Class5,0309.PNG,kusursuz,Class5,0717.PNG,kusursuz,0
Class5,0311.PNG,kusursuz,Class5,0685.PNG,kusursuz,0
Class5,0312.PNG,kusursuz,Class5,0600.PNG,kusursuz,0
Class5,0314.PNG,kusursuz,Class5,0683.PNG,kusursuz,0
Class5,0315.PNG,kusursuz,Class5,0595.PNG,kusursuz,0
Class5,0316.PNG,kusursuz,Class5,0712.PNG,kusursuz,0
Class5,0318.PNG,kusursuz,Class5,0598.PNG,kusursuz,0
Class5,0319.PNG,kusursuz,Class5,0712.PNG,kusursuz,0
Class5,0321.PNG,kusursuz,Class5,0649.PNG,kusursuz,0
Class5,0322.PNG,kusursuz,Class5,0593.PNG,kusursuz,0
Class5,0323.PNG,kusursuz,Class5,0798.PNG,kusursuz,0
Class5,0324.PNG,kusurlu,Class5,0588.PNG,kusursuz,0
Class5,0325.PNG,kusursuz,Class5,0624.PNG,kusursuz,0
Class5,0327.PNG,kusursuz,Class5,0757.PNG,kusursuz,0
Class5,0328.PNG,kusursuz,Class5,0641.PNG,kusursuz,0
Class5,0329.PNG,kusurlu,Class5,0632.PNG,kusursuz,0
Class5,0333.PNG,kusursuz,Class5,0625.PNG,kusursuz,0
Class5,0334.PNG,kusurlu,Class5,0647.PNG,kusursuz,0
Class5,0335.PNG,kusursuz,Class5,0717.PNG,kusursuz,0
Class5,0338.PNG,kusursuz,Class5,0613.PNG,kusursuz,0
Class5,0340.PNG,kusursuz,Class5,0584.PNG,kusursuz,0
Class5,0344.PNG,kusursuz,Class5,0872.PNG,kusursuz,0
Class5,0345.PNG,kusursuz,Class5,0625.PNG,kusursuz,0
Class5,0346.PNG,kusursuz,Class5,0615.PNG,kusursuz,0
Class5,0347.PNG,kusurlu,Class5,0623.PNG,kusursuz,0
Class5,0348.PNG,kusurlu,Class5,0610.PNG,kusursuz,0
Class5,0349.PNG,kusursuz,Class5,0847.PNG,kusursuz,0
Class5,0350.PNG,kusursuz,Class5,0640.PNG,kusursuz,0
Class5,0353.PNG,kusurlu,Class5,0662.PNG,kusursuz,0
Class5,0354.PNG,kusursuz,Class5,0919.PNG,kusursuz,0
Class5,0355.PNG,kusursuz,Class5,0620.PNG,kusurlu,0
Class5,0357.PNG,kusursuz,Class5,0600.PNG,kusursuz,0
Class5,0359.PNG,kusursuz,Class5,0884.PNG,kusursuz,0
Class5,0360.PNG,kusurlu,Class5,0593.PNG,kusursuz,0
Class5,0362.PNG,kusursuz,Class5,0756.PNG,kusursuz,0
Class5,0363.PNG,kusurlu,Class5,0697.PNG,kusursuz,0
Class5,0365.PNG,kusursuz,Class5,0656.PNG,kusursuz,0
Class5,0366.PNG,kusursuz,Class5,0618.PNG,kusursuz,0
Class5,0367.PNG,kusursuz,Class5,0692.PNG,kusursuz,0
Class5,0368.PNG,kusursuz,Class5,0615.PNG,kusursuz,0
Class5,0369.PNG,kusursuz,Class5,0685.PNG,kusursuz,0
